fqdn, Autopilot9, Autopilot-Windows-Update, 2.dl.delivery.mp.microsoft.com
fqdn, Autopilot10, Autopilot-Windows-Update, download.windowsupdate.com
fqdn, Autopilot11, Autopilot-Windows-Update, dl.delivery.mp.microsoft.com
fqdn, Autopilot12, Autopilot-Windows-Update, geo.prod.do.dsp.mp.microsoft.com
fqdn, Autopilot13, Autopilot-Windows-Update, catalog.update.microsoft.com
fqdn, Autopilot14, Autopilot-NTP-Sync, time.windows.com
fqdn, Autopilot15, Autopilot-NTP-Sync, www.msftncsi.com
fqdn, Autopilot16, Autopilot-NTP-Sync, www.msftconnecttest.com
fqdn, Autopilot17, Autopilot-WNS-Dependencies, clientconfig.passport.net
fqdn, Autopilot18, Autopilot-WNS-Dependencies, windowsphone.com
fqdn, Autopilot19, Autopilot-WNS-Dependencies, *.s-microsoft.com
fqdn, Autopilot20, Autopilot-WNS-Dependencies, c.s-microsoft.com
fqdn, Autopilot21, Autopilot-3rd-party-deployment-dependencies, ekop.intel.com
fqdn, Autopilot22, Autopilot-3rd-party-deployment-dependencies, ekcert.spserv.microsoft.com
fqdn, Autopilot23, Autopilot-3rd-party-deployment-dependencies, ftpm.amd.com
fqdn, Autopilot24, Autopilot-Diagnostics-upload, lgmsapeweu.blob.core.windows.ne
